topic,category,prompt,quality_score,source
What is the significance of the,Creative Writing,What is the significance of the Pyramids of Giza in ancient Egyptian history and culture?,0.33000000000000007,ai_generated_prompts
Think of a goal you want,General,"Think of a goal you want to achieve, and what steps can you take to make it a reality?",0.38,ai_generated_prompts
Imagine you are planning a trip.,Creative Writing,Imagine you are planning a trip. Create a budget-friendly itinerary for a 5-day trip to a city of your choice.,0.55,ai_generated_prompts
If you could time travel to,Creative Writing,"If you could time travel to any period in history, where would you go and why?",0.49,ai_generated_prompts
If you could travel to any,General,"If you could travel to any place in time, where would you go and why?",0.44000000000000006,ai_generated_prompts
What is your favorite book and,General,What is your favorite book and why do you love it so much?,0.41000000000000003,ai_generated_prompts
What is the history and significance,Creative Writing,What is the history and significance of the Mona Lisa painting?,0.33000000000000007,ai_generated_prompts
Think of a time when you,General,Think of a time when you felt proud of yourself. What was the situation and why did it make you feel that way?,0.49,ai_generated_prompts
Tell me about a memorable experience,General,Tell me about a memorable experience you've had while traveling.,0.30000000000000004,ai_generated_prompts
What is the most significant challenge,General,What is the most significant challenge you have faced in your personal or professional life and how did you overcome it?,0.41,ai_generated_prompts
Think of a solution for reducing,General,Think of a solution for reducing plastic waste in your daily life.,0.30000000000000004,ai_generated_prompts
"Imagine a world without boundaries, where",Creative Writing,"Imagine a world without boundaries, where limits do not exist. What would you create, discover, or achieve?",0.43999999999999995,ai_generated_prompts
"In the realm of personal growth,",General,"In the realm of personal growth, list three habits you would like to adopt or improve upon in the coming months.",0.38,ai_generated_prompts
What are your top three priorities,General,What are your top three priorities in life and how do you work towards achieving them?,0.41,ai_generated_prompts
What is the most significant achievement,Creative Writing,"What is the most significant achievement in human history, and why do you think it is so important?",0.45999999999999996,ai_generated_prompts
Imagine a world where everyone is,Creative Writing,"Imagine a world where everyone is given the same opportunities and resources. How would this impact society and the economy, and what challenges might arise?",0.5,ai_generated_prompts
